2578.53,9981.02,-1198,16028.49,-6565.23,12138.24
2465.7,10195.88,-966.36,16147.11,-5910.6,11372.79
2238.61,10157.44,-533.46,15989.96,-5388.15,10694.65
2363.84,10252.08,-449.49,15949.68,-4637.82,10370.39
2711.02,11233.6,-544.48,14380.15,-4098.82,10316.29
2990.78,11463.9,-578.6,13794.78,-3879.1,10123.68
3184.82,10992.69,-516.83,13230.05,-3792.22,9566.4
2899.22,12720.18,-285.11,12932.24,-3682.38,8798.32
2636.99,12799.25,147.12,12886.17,-3713.06,8321.4
2361.79,11449.49,575.12,12439.8,-3720.38,8352.35
1739.93,11716.76,808.8,12524.05,-3549.84,8844.74
1239.83,12904.45,944.06,12463.48,-3515.77,9510.7
1365.77,13674.9,965.74,11796.01,-3305.32,10157.75
1447.38,13596.68,821.83,11160.64,-2903.64,10704.91
1512.49,13743.27,792.53,10253.37,-2960.05,11043.75
1531.22,14211.31,787.49,9998.05,-3309.29,11052.81
1477.97,14060.53,1048.11,9564.17,-2963.98,10950.14
1023.04,13539.42,1274.21,9026.79,-2586.2,11084.16
356.55,13530.28,1487.61,8785.16,-2177.78,11228.87
142.17,13670.18,1669.52,8617.57,-1427.4,11364.45
1071.21,13590.79,2011.44,9344.09,-351.55,11226.11
1934.2,13538.35,2099.92,9266.76,819.15,10791.56
2065.4,13296.95,2291.41,9069.15,1356.76,10275.4
1598.83,13374.46,2583.48,8096.81,1583.8,9166.15
1304.27,13199.46,2687.74,7411.9,1677.14,8976.03
1873.99,13659.34,3043.54,7429.56,1046.55,9137.25
1985.35,14647.78,3195.34,7293.32,459.97,9099.97
1571.09,14459.85,3325.25,7258.71,1409.3,9148.8
1237.78,13494.33,3443.7,6952.51,1861.24,8732.36
1176.28,14320.3,3892.74,7320.88,2377.89,8052.66
1379.95,15301.43,3813.32,7457.79,3619.41,7572.76
1594.86,13953.63,3909.78,7539.67,5081.29,6413.7
1616.89,14624.59,4021.72,7733.44,5129.9,6169.08
1185.11,16132.08,3990.63,7152.62,4419.96,6129.66
1093.19,17046.67,4126.07,6614.92,4302.32,5920.55
970.06,17362.5,4290.23,6888.6,5510.62,5429
1088.51,17719.99,4539.3,6498.16,6110.26,4720.1
1253.52,18191.55,5219.49,6397.73,6319.06,2921.65
1479.22,18872.23,5473.29,6319.06,5973.22,800.95
1610.69,18739.33,5484.04,6751.34,5863.02,1981.2
1333.57,19110.69,5737.21,6911.17,6187.68,3368.55
1016.62,19452.52,5867.48,6976.28,6677.97,3839.85
997.13,19491.36,5814.85,6809.04,6480.64,3411.55
923.64,19828.65,5888.04,6388.1,6335.16,2879.24
823.16,20284.24,6022.72,6732.03,6897.7,2660.5
1225.38,20399.53,6226.79,6850.56,6962.14,2580.67
1234.16,20360.28,6343.01,7025.69,6521.8,2715.88
1076.92,20862.57,6511.45,7006.21,6884.41,3099.37
1190.37,21434.03,6585.75,7543.46,7641.35,3113.46
1488.28,20548.3,6636.59,8981.56,8329.61,2880.27
1373.57,19206.75,6599.17,9648.1,8700.92,2577.99
1137.3,20197.95,6543.87,9630.62,10154.59,2258.19
1025.63,21726.94,6934.9,7822.05,10869.96,1826.63
1299.81,21310.9,10258.01,7300.54,11403.47,1775.12
1297,21125.07,11252.46,7523.79,11963.65,1919.48
829.58,22590.96,10836.47,7349.55,12588.8,2325.44
554.02,23126.12,9599.9,7337.6,12684.01,2453.75
1047.71,22717.7,8284.16,7628.1,12747.79,2693.59
1230.15,21870.41,7867.77,8664.39,13417.14,2442.33
991.6,20591.02,7662.67,9833.36,15318.38,1910.52
662.62,19313.29,7462.47,9723.38,15711.32,1537.78
576.9,17606.18,9876.17,8861.2,15858.44,1345.12
606.6,15546.71,11498.19,8278.99,16090.52,1441.76
1035.67,15036.79,12166.52,8287.95,16672.06,1112.55
1606.37,14206.36,11954.68,8974.34,17345.42,682.01
1558.69,13709.38,11037.91,9534.43,18214.61,435.84
1362.51,13232.95,9910.2,9975.93,18876.73,134.5
883.77,12687.4,9359.43,9916.08,20130.61,-33.58
656.91,12289.74,9497.77,10629.99,20862.04,75.1
778.66,11590.6,11248.76,11038.36,21152.76,441.86
1013.77,11803.81,12329.78,12036.16,21273.57,922.3
1516.86,10788.39,12741.1,12448.99,21791.25,1241.61
1857.31,9985.88,12420.18,12118.98,22153.11,1080.04
1622.38,11165.63,11832.84,11857.51,22068.87,919.05
1476.64,12186.99,11100.08,12144.53,21500.08,922.84
901.56,10806.28,10636.45,12228.82,19960.47,1204.55
619.89,9725.21,10782.02,12672.6,19280.29,1394.71
1076.65,10301.09,12584.43,13219.22,18336.98,1637.72
1500.36,11510.72,13569.92,13685.16,17402.24,1754.38
1433.42,11211.57,14250.24,13879.07,16822.79,1635.67
1127.85,10927.67,14361.82,14201.9,16178.87,1516.1
1358.1,10875.36,13834.69,13854.14,15683.53,1437.88
1469.68,10967.89,13299.13,13771.1,15230.43,1795.59
1364.16,10662.01,12921.62,13777.12,15021.85,2414.95
1222.79,10817.6,12779.18,13936.91,14527.5,3056.02
1498.89,11533.51,13876.84,14167.74,13741.75,3620.75
1789.44,12508.84,14564.6,13776.05,13358.27,3845.96
1792.25,13237.46,14844.14,13606.36,13215.34,4157.42
1488.9,13696.49,14958.21,13591.42,12706,4199.97
2073.78,14399.06,14772.47,13418.43,11868.66,4403.82
2503.16,14870.85,14344.74,13835.45,11241.14,4676.48
2526.08,15157.34,14009.33,13856.77,11453.86,5015.68
2241.24,16189.44,13933.83,13292.22,11651.11,5188.99
2026.42,16660.87,14842.4,13412.72,11720.01,5230.59
1930.94,15375.73,15615.17,13273.4,12063.68,5386.64
2037.88,16769.01,16180.87,13479.79,12586.39,7755.38
2391.85,17123.96,16245,13673.61,13214.04,7752.8
2551.41,14976.68,16255.88,14049.07,13948.42,7405.48
2671.38,13926.21,15919.85,14291.41,14484.51,7791.55
2806.01,14469.3,15442.98,14221.48,14965.66,8941.78
2345.06,15272.75,15452.12,13898.42,15268.47,9917.2
1980.71,15084.47,16163.61,13627.19,15315.34,9945.03
1923.09,14003.31,16471.29,13307.74,15117.11,10007.91
2213.01,13608.1,16822.04,13290.48,14847.93,10793.61
2782.82,13033.96,16973.8,13296.32,14626.01,11038.85
3309.73,12125.67,16774.85,13584.77,14617.9,11527.58
3321.19,11730.09,16681.83,13584.95,14576.33,12198.8
3379.26,11595.81,16677.77,13813.6,14970.48,12754.21
3130.63,11133.04,16598.25,13733.42,14802.97,12671.79
2844.5,10213.63,17131.58,13953.32,14283.25,12587.77
3577.53,8431.82,17410.09,13487.33,14323.38,12719.74
3981.94,7670.69,17715.04,12923.45,14556.49,13255.79
3854.12,6761.59,17960.72,12691.51,14636.49,13837.68
4059.62,5949.58,17941.46,12844.7,14415.74,14450.13
4424.07,5713.71,17758.52,12800.63,14358.97,14995.76
4367.61,5570.55,17831.57,12839.57,14789.06,15002.28
4224.09,4348.83,17867.2,12870.83,14554.62,14944.79
4150.69,4041.92,17899.71,13129.04,14352.24,15019.09
4438.29,4717.15,18172.2,13308.59,14586.37,15094.05
4566.69,3289.84,18345.72,13607.74,14733.58,15428.31
4486.19,2808.07,18423.95,13196.96,14626.33,15685
4324.3,3477.91,18609.82,12738.69,14703.21,15854.74
4827.35,4419.7,18621.24,12188.23,15007.4,15874.99
5141.85,4577.39,18512.96,11997.41,15379.61,15550.54
4888.4,4364.31,18585.03,12261.06,15372.38,15558.08
4710.38,4179.85,18954.02,12230.96,15242.74,15353.56
4952.94,3658.12,19066.45,12378.35,15614.41,15508.67
5116.83,3559.56,19139.54,12323.99,15938.27,16568.77
5584.74,3914.1,19075.81,12186.81,16228.86,16997.26
6153.16,4463.62,18900.28,12505.94,16430.97,17571.48
5735.61,5319.16,18955.54,12202.1,16683.43,17581.65
5806.87,6246.59,18911.43,11608.17,17173.28,17539.51
6105.94,7446.02,18830.8,11377.2,17252.66,17665.58
6138.22,7728.89,19273.55,11254.74,17197.94,17844.01
6291.19,7090.31,19336.97,11118.01,17157.13,18055.62
6525.9,6796.24,19330.24,10903.45,17190.14,18652.95
6861.94,7239.98,19449.04,11059.36,17329.37,18734.96
7341.62,6999.2,19727.81,11095.53,17424.36,18384.48
7226.78,6764.89,19661.28,11146.41,17384.4,18059.37
7197.61,8072.73,19551.43,11259.56,17981.95,17832.86
6970.66,9970.72,19590.01,10081.94,18022.58,17481
6839.99,9559.22,19146.05,9756.65,17493.57,17414.55
6883.7,9237.77,19286.17,9516.32,17543.03,17809.36
7818.35,10218.98,19520.84,9436.72,17992.56,17776.49
8905.84,10054.74,19562.54,9707.37,18602.38,17851.32
9824.66,8988.7,19607.54,9514.05,18671.05,17647.88
9085.56,7942.46,19630.06,9705.14,18579.81,17344.62
8152.87,7428.09,19520.8,9616.53,19349.86,16636.2
7345.76,7191.19,19420.72,9630.44,19368.95,16294.5
7238.06,6656.88,19478.79,9238.57,19297.23,16052.52
7789.5,5446.4,19518.92,8752.07,19358.78,15917.4
8815.75,4907.14,19866.82,8706.8,19416.31,15054.01
10107.63,4305.84,20185.87,8547.42,19606.82,14558.41
11090.85,4085,20114.38,8159.2,19907.36,13925.67
10337.79,3801.36,20010.96,8041.38,20193.13,13733.73
9628.97,3620.84,19893.13,7746.42,20819.58,13675.97
9326.03,3497.75,19553.53,8367.29,20898.7,13958.94
9323.98,3330.47,19038.13,8336.56,20874.35,14586.23
10066.6,2305.28,18934.31,8384.06,21335.83,14949.56
11303.13,380.14,18626.1,7620.25,21666.87,15815.09
11958.92,-1688.74,18425.19,6994.25,22168.89,16268.1
12388.38,-1641.33,18531.82,7209.88,22538.6,16508.43
11556.03,-1137.97,18442.19,7149.85,22944.79,16856.6
10793.61,-1858.29,18374.31,7066.63,23697.4,17107.72
11126.88,-1620.86,18493.65,6914.83,23959.18,17653.27
11866.78,-571.64,18274.81,7225.4,24190.28,18420.6
12256.6,423.71,18229.28,7308.97,24317.02,18802.35
12474.99,-492.48,18073.68,7109.58,24289.42,18984.88
12513.83,-1286.16,17944,7150.88,24434.04,18979.17
12504.47,-1762.5,18058.03,6596.36,24728.25,18618.92
12807.01,-1891.07,18037.12,6062.81,25014.02,18765.15
13171.41,-1967.69,18067.66,6200.26,25797.36,19082.99
13843.84,-1556.82,18069.98,3362.49,26134.29,19591.48
13964.96,-1210.75,17776.89,2721.37,26060.61,19790.92
13915.9,-224.32,17465.03,3257.06,26532.62,19795.24
13964.96,155.29,17417.18,4629.52,27020.42,19523.03
14238.29,33.71,17269.21,5671.03,27621.54,19003.16
14309.96,-108.82,17009.79,6164.45,28117.05,18635.55
14924.5,-263.25,17017.41,5952.52,28351.22,18017.4
15920.65,-336.84,17161.11,4896.03,28339.18,17724.63
16666.57,262.76,17220.33,2751.96,27792.88,16975.36
16437.26,696.24,17396.89,2519.04,26865.36,15662.53
15853.62,352.67,17400.37,3150.52,25905.73,13868.5
15728.57,1308.6,17212.48,3582.98,24899.9,10403.39
15738.39,944.96,16971.57,4140.97,23984.73,8986.78
16417.41,-378.27,16656.58,4391.38,23194.97,7901.84
16693.46,-409.31,16275.19,3842.04,22427.15,7257.24
17001.76,772.9,16193.05,3431.79,21103.44,6854.4
17399.29,1739.71,16176.06,2446.7,19943.35,6380.78
17256.27,2100.76,15931.76,2625.8,18608.89,5894.28
16551.07,2046.09,15881.5,3152.44,17897.48,4950.48
16215.93,1605.39,15704.8,2917.15,17299.13,1435.87
16692.35,787.49,15426.97,2800.35,16689.18,877.88
17743.98,-153.14,15199.62,2544.68,16247.41,1191.26
18672.88,-1060.64,15172.05,2690.11,15839.71,1807.63
18816.17,-1894.37,14839.63,2939.27,14626.06,2232.24
18553.63,-2601.32,14478.31,3083.23,13681.15,1928.62
18620.71,-2028.79,14299.12,2547.18,13148.53,1186.13
18651.61,-1804.2,14042.11,2038.55,13080.52,667.97
18515.01,-1942.13,14011.88,2045.96,13035.57,1014.62
18457.08,-2778.54,14104.15,1873.05,13004.08,2136.26
19287.38,-3425.64,13961.53,1745.69,13053.94,2914.12
19918.96,-3689.78,13643.42,2039.53,13061.48,3376.85
20523.51,-4423.75,13416.33,1942.18,13554.89,3722.38
20870.55,-5071.88,13164.81,2718.92,13442.2,4151.49
20942.67,-4400.74,12597.05,2688.01,13015.19,4620.38
20503.71,-4874.94,12531.23,2880.22,13230.28,4680.41
20318.72,-5549.15,12479.63,2458.7,13547.94,4907.14
20441.63,-5015.28,12509.28,2079.89,13917.73,5153.53
21003.32,-4363.24,12757.91,2591.55,14142.01,5250.04
20857.67,-4618.55,12946.73,2673.34,14179.74,5078.39
21103.04,-5402.56,12964.7,2661.7,14023.69,4853.35
21604.79,-5957.61,12801.97,2910.95,13625.31,4692.85
21874.6,-6003.41,12041.07,3466.13,13241.25,4483.96
21389.97,-5687.75,11663.47,3787.14,13077.93,4449.8
20744.21,-5883.49,11511.26,3909.91,12629.34,5272.11
20678.21,-6192.14,11366.77,3930.38,12073.26,5450.19
20872.92,-6578.52,11284.08,3733.58,11490.92,5746.4
21140.9,-6070.84,11358.11,3607.59,10791.29,5967.2
21427.79,-5976.16,11385.76,3991.43,9178.55,6115.3
21680.83,-6158.78,11229.27,3876.2,8259.77,6565.64
22101.24,-6064.19,10722.48,3954.64,7380.46,6837.23
22262.01,-5540.9,10461.41,4384.02,6779.3,6704.11
21762.93,-4884.66,10222.55,5102.78,6069.28,6597.17
21290.25,-4538.32,10080.6,5654.53,5515.52,6666.11
21428.01,-4962.52,9835.95,6143.93,5058.05,6869.92
21887.76,-4967.56,9705.59,6237.9,4828.02,7070.38
22496.05,-4453.23,9557.39,5887.9,4164.78,7291.04
22669.67,-5015.73,9585.13,6355.81,3479.51,7183.52
22466.31,-5949.94,9444.43,6289.27,2974.99,7178.7
22454.76,-5000.92,9189.7,6276.74,2755.89,7713.15
22568.17,-4762.15,8999.89,6151.56,2474.93,9084.98
22337.02,-4939.74,8660.74,6449.6,2247.22,9292.94
21488.66,-4953.25,8338.04,6954.96,2022.1,9287.14
21350.24,-4783.2,7978.14,7399.86,1317.56,9303.86
21676.33,-4473.39,7861.75,9609.53,-1675.58,9367.99
22437.01,-4793.64,7730.14,14692.64,-2231.34,9407.1
23123.97,-5297.53,7734.56,12510.04,-1775.66,9703
23507.15,-6130.55,7742.94,10464.8,-638.98,10209.71
23280.33,-6016.96,7809.08,9034.5,253.53,10431.13
23213.52,-5233.27,7787.14,9639.14,-211.34,10466.41
23548.89,-5239.69,7612.9,12317.12,-1073.66,10457.08
23690.79,-5678.34,7571.15,15329.52,-887.87,10338.99
23557.54,-5704.83,7461.71,15570.21,-711.27,10641.18
23812.32,-5835.55,7345.5,13209.49,-1420.44,11209.96
24573.14,-5516.77,7171.84,14105.48,-1879.61,12045.48
25455.62,-4808.35,7021.1,15209.92,-2155.75,12529.84
25474.17,-5189.34,6906.49,15942.59,-2371.91,13163.56
25138.4,-4583.19,6923.26,16277.25,-2986.27,13067.37
25273.04,-4325.64,6857.7,15543.54,-3286.36,13215.69
25017.54,-5070.58,6682.26,15513.93,-3509.84,13440.42
24829.17,-5598.2,6733.81,16336.11,-4588.05,13546.15
24867.21,-5095.69,6724.58,18497.04,-4865.97,13761.38
25038.99,-4661.63,6590.03,18504.75,-5426.73,14117.35
25598.28,-4543.36,6626.02,18859.47,-5922.46,14602.74
26130.23,-4016.36,6534.02,18935.15,-5424.72,14537.04
25773.9,-3455.03,6425.16,19104.13,-5318.05,14402.09
25087.02,-3473.31,6385.06,19103.11,-5690.12,14595.96
24823.01,-4128.44,5996.76,19233.95,-6103.13,15087.05
25127.29,-4732.85,5514.76,19031.79,-7247.87,16113.13
25595.38,-4988.97,5348.77,19326.18,-7332.83,16977.9
25762.48,-4810,5126.42,19526.46,-7827.72,17576.16
25520.77,-3285.29,4940.23,19920.61,-8375.63,18752.53
25509.58,-3580.08,5038.61,20020.86,-8404.13,19350.75
25798.43,-3869.11,5142.43,20675.76,-8805.18,19453.81
25444.33,-4031.88,5140.06,21141.21,-9130.07,19747.93
25036.76,-3934.22,5266.81,20905.43,-8953.11,20135.65
24799.6,-3149.76,5280.99,20721.69,-9755,20806.2
24685.92,-2623.12,5305.25,20971.12,-9703.85,21246.64
24981.6,-2867.91,5233.67,21233.08,-9741.71,21473.77
25471.22,-1630,5060.37,21534.24,-9526.45,21322.9
25641.76,-1994.31,4884.03,21781.08,-9408.58,21038.24
25294.71,-2939.8,4982.24,22144.46,-9605.65,21046.94
24995.51,-2778.85,4972.47,22404.94,-9389,21033.2
25362.63,-1721.07,4837.88,22565.18,-9348.73,20999.8
25433.45,-1146,4944.69,22796.37,-10082.83,20595.04
25062.94,-861.83,5281.17,22235.61,-10106.38,20090.65
24724.5,-687.19,5433.69,22697.41,-10234.37,19228.69
24622.51,55.17,5490.86,23055.34,-10410.88,17330.04
25061.69,-110.33,5592.63,23538.5,-10690.15,16461.25
25043.14,-489.58,5545.76,23938.93,-10601,15437.72
24838.04,-635.19,5523.95,24111.12,-10304.39,14552.25
25389.83,-573.29,5536.35,24488.18,-10506.01,13917.69
25581.82,-483.6,5545.8,24536.7,-10744.87,13018.4
25525.68,382.42,5675.09,25277.67,-10505.21,12018.72
25521.71,588.36,5811.42,24832.02,-10224.34,11024.58
25481.04,1137.61,5692.26,24367.28,-10012.1,9346.05
25752.45,1130.48,5835.37,24677,-9816.99,8829.98
26029.04,1327.64,5979.28,24505.98,-9551.2,8752.7
25330.48,2039.4,6016.25,24315.86,-9451.75,8787.03
25625.39,2107.68,6137.42,24464.19,-9661.08,8689.06
25890.92,1936.07,6268.13,24407.15,-9453.26,8660.87
26575.88,2748.71,6140.54,24923.94,-9320.14,8803.45
27307,3635.51,6234.28,24886.74,-9252.58,8836.36
27676.03,2468.6,6184.51,24881.52,-9233.98,8979.83
27292.46,3153.29,6033.29,24051.05,-8971.84,9298.78
26845.02,4266.19,5998.23,23409.17,-8429.33,9854.63
26467.15,4713.72,5818.2,23144.58,-8237.11,10258.59
26391.88,5191.57,5654.22,22755.16,-8531.05,10580.93
26236.81,5696.14,5694.22,22456.28,-7721.31,10691.98
26120.28,6228.08,5943.56,22068.33,-7265.4,10687.56
26092.28,6067.45,6160.97,22138.17,-6930.84,10451.38
26216.48,5183.19,6173.41,22222.95,-6691.93,10894.84
26566.56,5050.74,6275.89,22034.3,-6004.83,11337.6
26567.76,4967.34,6381.32,22350.71,-5588.26,11590.6
25365.22,5106.79,6530.23,22130.76,-5862.75,11736.03
25057.32,6094.43,6562.02,21615.85,-5891.6,11599.25
25437.33,7089.69,6612.69,21390.64,-5297.67,11238.06
25633.78,7625.74,6705.49,21079.94,-5279.07,11080.23
25538.12,7755.11,6821.49,20926.17,-5003.95,10715.83
25310.45,7465.77,6881.16,20630.36,-4515.58,9385.07
25239.95,8232.3,6922.99,20790.42,-4298.04,8982.77
25695.05,7642.15,7105.52,20978.48,-4029.56,8511.21
25220.01,8267.8,7434.51,20788.19,-4073.94,7721.71
24573.72,9626.97,8164.24,20820.92,-4065.91,6907.74
24647.79,9487.51,8772.85,20261.5,-3536.64,6244.18
24607.08,8029.61,9055.51,19316.5,-3313.57,5667.91
24483.99,7484.19,8396.41,19083.71,-3283.15,5437.48
24497.86,8926.67,7730.94,18695.72,-2781.62,5310.65
24550.08,9231.22,7502.74,18609.64,-2349.88,4188.95
24794.56,9520.2,7372.97,18377.34,-2399.2,2413.39
24502.41,9996.89,7212.82,18159.62,-2526.04,1664.52
23644.55,10534.15,7167.73,18008.75,-2335.97,2360.63
23071.22,10341.89,7349.78,17578.57,-2273.75,3034.48
22848.05,9557.22,7804.75,16862.93,-2010.72,3196.72
23089.05,9400.91,9100.24,15981.21,-1168.43,2704.42
23658.82,9419.86,9471.72,15561.11,71.13,1906.9
24343.96,9668.53,9222.25,15483.74,950.93,2144.65
24546.74,10315.76,8813.12,15055.57,952.89,2395.32
24460.49,10351.75,8405.91,14756.55,119.25,2503.07
24313.63,10884.41,8082.14,14336.85,-179.72,2060.67
24069.15,10740.23,7920.35,14323.47,1151.62,1684.46
23666.67,10936.72,8213.21,14188.34,1729.5,2024.77
23407.65,11483.52,9579.56,13944.09,2178.54,2802.71
23571.19,10636.68,10215.37,13307.03,2712.54,3537.71
24063.09,11470.23,10679.4,12466.61,3822.95,3381.49
24779.44,13059.38,10592.08,11811.57,5271.27,3046.21
25567.73,12350.79,10144.24,11439.68,5546.78,2689.48
24984.05,11112.74,9571.93,11035.95,4837.25,2512.52
24611,11526.78,9281.61,10868.76,3913.35,2501.6
24541.56,13222.65,9135.2,10179.83,4522.71,2725.38
24207.27,14439.51,10083.46,10118.29,5484.08,2610.86
23663.86,15417.2,10621.07,9773.42,5923.04,1996.41
23295.63,15768.31,10947.56,9778.77,5458.44,1561.59
23388.43,16256.78,11154.93,9602.53,4902.5,1127.04
24718.03,15937.24,11078.45,9019.92,5398.77,678.89
24701.18,15525.3,10862.33,8844.21,6152.4,661.77
24106.35,15433.43,10579.9,8925.46,6177.07,1061.49
23881.8,15611.6,10540.53,8070.41,6542.76,1267.3
23443.6,15388.26,11053.92,7608.75,7562.19,1381.73
22688.4,16179.85,11700.35,7748.56,8157.6,830.7
22067.13,16614.13,12206.07,7949.65,7756.1,696.87
21956.26,16871.49,12615.74,8006.06,7216.88,594.03
22999.68,16495.05,12827.66,8044.59,7551.84,527
23137.22,16676.61,12666.53,7349.69,7990.9,596.97
22837.53,16912.08,12316.89,6923.26,8618.46,744.94
22350.36,16358.63,11914.86,7008.66,8957.04,859.87
21896.59,15510.76,11958.38,7058.29,9383.11,746.77
21402.28,17886.47,12321.04,7150.34,10288.06,312.31
21123.2,16613.06,13065,6772.47,11189.27,237.3
20924.7,15333.14,13614.61,7118.54,11661.77,665.56
20588.48,15888.32,13910.11,7321.9,12019.7,1285.63
20931.29,17395.41,14151.86,7229.99,12188.99,1737.08
21364.06,17846.69,14035.78,7412.3,14408.65,2101.3
21702.59,17732.07,13839.42,6213.72,15519.33,2397.69
21526.79,17166.72,13859.04,6378.78,16177.53,2525.32
20944.05,16618.86,14196.5,6474.97,16405.33,2588.7
20251.42,16046.41,14745.13,6332.89,16468.56,2648.45
19712.16,15495.96,15163.27,6341.54,16718.13,2945.02
19168.08,15286.62,15570.3,6186.08,17341.77,3379.48
19442.98,15190.16,15905.49,6758.16,17877.01,3833.43
19365.38,14821.21,16044.85,7181.96,18684.83,3829.37
19683.08,15317.08,15989.11,7502.74,19086.29,3765.46
20408.4,15486.06,15769.11,7138.75,19577.92,3838.29
20555.21,16530.33,15758.86,7783.43,20260.12,4129.06
20078.74,16781.9,15714.35,9123.78,20520.79,4760.64
19315.47,17652.29,15975.33,9313.94,20514.23,5191.48
18866.21,18361.11,16442.92,8642.72,21287.44,5404.12
